id,text,label
random_02563,"А вот когда врубаешь пылесос или музыку очень громко, только одной мне кажется, что звонит мобила, домашний, да ещё и в дверь кто-то ломится???)",neutral
random_21262,"""понаехали""",neutral
random_19196,"ТАИЛАНД от 1271 $
Ко Чанг  Спецпредложение на вылеты 18.12",neutral
random_17123,Братик я очень скучаю и люблю))😘,positive
random_05051,"Скучаю по тебе, маленькая(",positive
random_07753,Немного футбола! Днепр-Тотенхем - 1:0 (Коноплянко),neutral
random_13711,"Ребята, проверяем себя на крутость. Must listen music:",neutral
random_04894,Уже коллекция!,neutral
random_03083,"Губер, Эдуард Иванович —  ...  Главный труд Г. — это перевод первой части ""Фауста"", сделанный дважды: в первый раз переводчик уничтожил свой труд от огорчения, что он не был пропущен цензурой; затем, благодаря ободрению и руководству Пушкина, он исполнил его вторично; великий поэт местами редактировал перевод
(Брокгауз)

о_О и что теперь - вводить текст в собрание сочинений Пушкина? С пометой - руку приложил, но где - неясно.",negative
random_17089,"Чтобы такой подарок парню или девушке, родителям или детям был еще лучше, важно выбрать для этого качественные фотографии. Представьте, как красиво они будут смотреться на шоколадных плиточках весом всего 5 грамм. А вот на упаковке можно поместить большое фото, которое станет обложкой для этого необычного альбома. Проявляйте фантазию и делайте ваш набор еще более оригинальным. На коробке можно написать пожелание, которое будет выполнено красивым шрифтом и написано поверх фотографии. Небольшую надпись можно поместить и на каждой из 12 или 20 плиток.",neutral
random_20721,"Даже не знаю, кого поддержать в сложившейся ситуации.  Мне понятны мотивы обеих сторон (если информация, которая поступает извне, истинная). 
С первого взгляда кажется, что произошло что-то ужасное и немного становится страшно. Но если разобраться, то чего-то выходящего за пределы человеческого поведения не случилось. 
Всего лишь столкнулись лбами два человека со стальными яйцами. Оба человека с принципами, которым нет предела. И всегда летят щепки, когда эти принципы не совпадают. 
Но самое обидное в произошедшем, что между этими людьми оказалась тряпка...

Хорошо, что здесь мало кто поймет о чем я.",neutral
random_02216,Хорошие слова и без лести,positive
random_15942,"Напишите в личку свои пожалуйста номера , поменял номер , спасибо))",neutral
random_18367,Шото я сёня в солярии подгорел=))),negative
random_11694,ушла курить вместе с холодной ночью..тсссссс,neutral
random_20131,Лето пришло:D,positive
random_20075,"У мусульманина спросили почему ваши девушки одевают платки. Мусульманин вытащил с кармана 2 конфеты одну в обертке другую без,и сказал выбирай.Человек выбрал в бумажке сказал что она чистая.Мусульманин сказал ""Вот и ответ на твой вопрос.""",neutral
random_03706,вот че ваще из волги можно сделать,neutral
random_18562,У меня есть фото и по лучше:))),neutral
random_13986,"хочу,) хочу,)хочу..)))",positive
random_19267,Вам нужен админ в группу авто  тюнинг,neutral
random_15525,вот всегда так.. тока спать собирусь... так кто нибудь зовёт гамать..,neutral
random_02008,"А у блондинки-белие ботинки,рыжая собачка и крутая тачка... А у меня брюнетки-губки как конфетки, класная фигура и совсем не дура))",positive
random_01113,"Смотри в центр секунд 30 не моргая, потом куда-нибудь посмотри)))***",neutral
random_03741,"Егорко)) 
мы завтра тебя будем рвать на британский флаг)))
готовься!!!",negative
random_14518,РОССИЯ-ЧЕХИЯ 4:1  КРАСАВЦЫ,positive
random_13592,"Моя первая радость – моя вечная боль
Моя дочка родная – ангелочек ты мой
Пролетело  полгода как мы не с тобой
Ты у Бога навеки нашла свой покой
Облачка окружают тебя в небесах
Наша встреча и счастье – лишь в моих снах
Сердце рвется на части и слез не унять
Знаю – плакать не надо, но лишь на словах
Как же больно, Родная, жить без тебя
Ты живешь в этом мире – в душе у меня. #люблюсвоюдоченьку👼👼👼",negative
random_17991,"Не знаю, как вам, а по мне так эта девчонка - самый мега-крутой персонаж Игры Престолов. Без вариантов!",positive
random_09449,Замечательные выходные)))),positive
random_02578,"Я узнал Кто ты из фильма Три мушкетера
",neutral
random_12407,сенит тоже лохи,negative
random_10281,Backstage - фотограф Евгений Чернецкий ,neutral
random_02454,Гриша песню про рыженьких )),neutral
random_03264,бесишь меня!!!,negative
random_21153,"Конфетный жор.
 А конфет нет((",negative
random_02452,"Просто супер! Ребята, где найти песню, которую поёт Данил, 14-лет?",positive
random_05816,Хочу любви и нежности) и чтобы спать)))))),positive
random_11400,"там написано,что эти штуки 10 кг весят О____О",neutral
random_06837,"Я прошел задание ""Удели время огороду"" в игре ""Легенды снов"". ",neutral
random_03312,Не надо множить сущности без должного на то основания.,neutral
random_04365,Чем тебе не классика?)),neutral
random_13643,"Время покажет, кто любит, кто дружит, а кому ты и нафиг не нужен!",neutral
random_04820,посты ниже порадовали аххахахахахха,positive
random_16382,"Катя и Ира  , вы мои лучшие перделки!))))",positive
random_10754,"ТЫ ХОРОШИЙ,МАЛЕНЬКИЙ МОЙ ЧЕЛОВЕЧИК!!!",positive
random_08419,"прости, я просто удаляю всех с семейки и буду отдавать старницу",neutral
random_04661,У нас разыгрался спор - Слизерин vs Гриффиндор :D,neutral
random_10793,"У меня нет родной сестры,
зато есть подруга, она мне
как сестра!",positive
random_11737,"Нашла характеристику мужа с детского сада. ""Ребенок общителен, хорошо кушает,спит и играет."" 30 лет прошло, ничего не изменилось.",neutral
random_15919,СТАТУС ЗБС. !!!,positive
random_01853,"друзяки))) давно.... 
ай лаффф ю)))",positive
random_06367,Когда припрётесь уже?),neutral
random_18623,Вот такая вот у нас регистрацияя)),neutral
random_20805,Ебать они ебланы О_О Такое делают)),negative
random_01763,"сэнкс, песня классная)кстати, а чего ты коммент про золотого теленка и 12 стульев удалил?тебе понравились?",positive
random_01906,Бывший замруководителя «Росатома» попался на хищениях бюджетных средств,neutral
random_05101,сегодня первый раз за 3 года одел шапку.,neutral
random_06251,"Добрый вечер!!! Представляю вашему вниманию мой новый совместный трек с очень талантливым человеком. Слушаем. Ценим. Коментируем. Рассказываем друзьям. 
NesteR - 
Скачать трек можно здесь: ",neutral
random_08342,Макс Буркацкий в читальном зале на 14 этаже МГУ.,neutral
random_10651,Я очень люблю свою соседку Олечку!!!!!!!!!,positive
random_01154,"а спать я ложусь поздно, потомучто в спальной комнате лежит разобраный мотор, и пахнет бензином, поэтому спать можно с открытым балконом, а ночью так холодно, поэтому сплю днем)",neutral
random_21197,"Можно завоевать девушку даря ей каждый день цветы ,отправлять по 20 смс,звонить по четыре раза в час,спорить о том кто первый положит трубку.
И для чего? 
Чтобы потом каждый раз оправдываться что ты не нашёл где купить, или у тебя нет денег на цветы,злится от постоянных звонков и вопрос почему ты не звонишь,выслушивать что ты раньше был внимательным писал ей часто а сейчас не уделяешь ей внимания.
Так лучше изначально ни кем не претворятся что бы потом не оправдываться",neutral
random_08286,Мы с тобой ВМЕСТЕ))),positive
random_11888,спортивные хомяки затарились...,neutral
random_10370,"Вид из моего окна, жесть как круто",positive
random_06370,ЗАРОБАТИВАТЬ МОЖНО ТОКО ЧЕРЕЗ 2-3 ГОДА,neutral
random_01271,что вчера было?,neutral
random_15708,мясной ваще),neutral
random_15313,"Я зарегистрировался посмотреть,не зарегистрировалась ли она,чтоб посмотреть не зарегистрировался ли я.",neutral
random_11155,они украли моего воргенчика!,neutral
random_09442,Супермен спасёт! Я знаю.,neutral
random_12451,Ебать как я люблю играть в WOW,positive
random_20860,"Блинъ, это круто!=)",positive
random_13901,"[id20263143| красивая девушка. Особенно последняя фото, если аватарки пощелкать",positive
random_13877,Приветик!!! А я что-то редко стала заглядывать на сайт ))) Собираемся с девчонками заглянуть в караван в следующую пятницу. Вы работаете?,neutral
random_20732,"Монолог Зеленского, Вечерний Квартал от 12 апреля 2014г.",neutral
random_18594,"ернадес, 40 секунда. вот так!!!!",positive
random_02785,Ковалев (остальные у меня в видео) :),neutral
random_06281,"У Данила дорогой мобильник?
",neutral
random_07697,Вернись я все прощю )))))),neutral
random_17639,начфин не дал отксерить документы?!,neutral
random_12778,завтра будем петь )),neutral
random_06505,Вот как надо барабанить,neutral
random_17847,почему всё так?..почему не иначе?...кто украл мою удачу и где её прячет?,negative
random_09253,Легких путей к успеху не бывает!,neutral
random_13466,"Народ, хочу с вами поделиться короткой, но любопытной историей. Это 100% реальные события, ничего не выдумал и не приукрасил.",neutral
random_04142,"ахуенно ,блеать,я попал под дождик...",negative
random_01574,Как я провёл лето,neutral
random_17809,а дома лето,positive
random_12918,"Солнце,вспомни прошлое ))))))))))))*** Домашние караоке жжет =)",positive
random_01863,моя любимая сестричка родила малыша )))))))я счастлива ))),positive
random_14989,"во мне живут два человека. один хочет обустроить свою жизнь, реализовать себя и оставить после себя вечное. а другой ебал это всё в рот и пошёл смотреть телик",neutral
random_07489,"Интересно, какие фильмы будут снимать после всей этой заварушки? 

При условии, что человечество не погибнет в лавине ядерного пожарища.",neutral
random_07867,Сегодня я стала тетей!!!!,positive
random_06374,Приветствую Вас Адель. У меня к вам предложение партнерства в новом направлении млм бизнеса который не требует обемов и продаж. Это уникальная новинка на мировом рынке телекомуникаций. Моя стран. patokavv.worldgmn.com ,neutral
random_14320,"Желаю Вам чашку ароматного кофе, сваренного кем - то для Вас... Неожиданного телефонного звонка от хорошего друга...Любимой песни по радио... Желаю просто приятных мелочей, от которых радостно на душе...",positive
random_12810,"Если вы сказали, не подумав, значит вы сказали то, что вы думаете!",neutral
random_09693,Слабо погода ахуела,negative
random_14489,(из альбома Зерно) #music #новости #маваши,neutral
random_19598,"А есть ли будущее у Савика Шустова на Украине ? Савик не истинный ариец, не получится ли так что сейчас Савик лижет попец ,а завтра получит в голову свинец...",negative
random_10571,это из клипа,neutral
random_11845,Бывший воронежский участковый рассказыват о МВД в статье для РР:,neutral
random_05302,Только не в армию!!!,negative
random_05839,"К размышлениям о занижении подвески, стоит ли оно, лишаться таких возможностей.",neutral
random_20990,Сыр с грецкими орехами...... мммммм и под вино!!!!,positive
random_08284,"Любопытные фотографии обнаружились на сайте Олдмоса (oldmos.ru), и это фотокарточки самого что ни на есть кондового советского времени - 60 - 70-е годы прошлого века. Собрания мусульман возле московской соборной мечети по случаю религиозных праздников:",neutral
random_08963,"Взрослые не матерятся при детях, дети не матерятся при взрослых..",neutral
random_04386,Молод и прекрасен))💋💋💋,positive
random_09078,ksonline.ru/stats/-/id/1342/ Разместили мой комментарий))),neutral
random_07114,Хорошо проведенный вечер в кругу семьи...,positive
random_15516,Переписка с моей подругой - компромат на всё.не правда ли?)),neutral
random_14188,"Однажды мне приснился сон, в нём я был персонажем книги...",neutral
random_07104,"#жадо намекает )))
 @ Mocsow",neutral
random_18465,Какая из них более няшная ?,neutral
random_05724,о законе Димы Яковлева,neutral
random_17765,Мои красавчики😽,positive
random_16079,"и снова чётенькие перчаточки,в которых даже ребёнку удобно играть))",positive
random_11233,"Крылатая Качеля — Орлец, свободная орловская энциклопедия",neutral
random_20373,"Продам свой велосипед Author Solution 2013
Цена: 2900 гривен",neutral
random_10785,"Нормальный развал такой))))

",positive
random_04706,До и после))),neutral
random_04271,"У моей будущей девушке будет скромный и самый красивый, но немного разбалованный парень...",positive
random_14155,"Отличная поездка. Очень жалко, что не увиделся с теми людьми, которым не смог дозвонить и спасибо тем, кто встретил как нужно;) я вас люблю! ах да, забыл, да я ж дибил (с).",positive
random_16503,Вот как просил),neutral
random_16131,"пап,я люблю тебя очень!!!очень!!",positive
random_09597,"ладно я то хоть в полюс* 
а ты что:-катечка я сейчас сдесь написию,можно?можно?ну разреши катечка,ни кто не узнает*",neutral
random_02213,Люблю- люблю тебя солнышко**************,positive
random_17880,"АААААААААА,Я КАК Я ЛЮБЛЮ ВЫХОДНЫЕ)))))))))))",positive
random_20931,"Мои 300 засранцев, которых я никогда не забуду 😜",positive
random_04864,"Сергей Швецов (первый зампредседателя Банка России): «Если идет экономический спад, население должно реагировать рационально, а не покупать по несколько телевизоров и несколько стиральных машин. Оно должно понимать, что завтра может потерять рабочее место, поэтому склонность к сбережениям здесь должна превалировать над склонностью к потреблению». Вот так кривое зеркало видит Россию. Все повально бегают и скупают бытовую технику. Смешно слушать подобных артистов. Господину Швецову нужно посетить, например, Псковскую губернию и взглянуть на ""сумашедшие"" очереди в магазины. А еще думаю зайти в школу или сад и взглянуть на зарплатный квиток учителя, а после этого уже делать вывод о возможности что-то купить, а тем более сберегать.",negative
random_17331,Кто я для тебя??=*,neutral
random_09296,"видео закончилось на том моменте, где мне плохо стало:)",neutral
random_15209,Всем сердцем с родителями Сережи. Дай Бог вам сил пережить эту ужасную трагедию. Не-вы-но-си-мо жаль ...,negative
random_00762,Порочная любовь,negative
random_00940,"хахахах Темыч))) Это было шикарно, так много в течение 3 часов, я давно не смеялся) последняя твоя аж до слез, про римский легион)0ахахаха",positive
random_12117,И вам не понять. Насколько я счастлива. Когда просто нахожусь рядом с ним..,positive
random_19068,"Вторжение инопланетного звука на нашу планету =) 
Аеееее !!!!!",positive
random_09004,класс! обязательно попробую,positive
random_07560,Рассвет в Коблево,neutral
random_18368,"Мой паблик, поддержи подпиской :3",neutral
random_12503,"А сейчас вчерашний жопорукий сварщик-очкарик рассказывает нам, как у пиндосов строятся и работают авианосцы.
Снова отбирает хлеб у рабочих.
На этот раз он погнул авианосец. Не весь конечно же, так — фрагмент...",negative
random_01696,кого то напоминает)))),neutral
random_19254,"Фотографии на 25.12,  на первом снимке прошлый год на втором вчерашнее состояние льда.

Фотографии с сайта ",neutral
random_11768,"Продаётся большой бубен с настройкой.
Дорого.
(70Х9) см,
Обод  - клён, 4 слоя.
Мембрана - бело-коричневая шкура козла
с длинной бахромой..
Настройка - 16 винтов,
крестовина - антропоморфная плетёная, 
обмотка - св. коричневая замша
Ключ для настройки и колотушка прилагаются.
Подробности - в личку по запросу.",neutral
random_17264,Эх поня поня,neutral
random_14991,"Моим ❤️любимым❤️девочкам посвящается...
Я вас никому не отдам 😉💋🍓",positive
random_09250,    МОЙ РАЙОН. Я ЗДЕСЬ ЖИЛА 17 ЛЕТ)))))),neutral
random_12299,Красиво!!!,positive
random_00135,"как поет, как поет)",positive
random_10423,Может быть и так?),neutral
random_03847,"Убью тебя!!когда то)))) 
и люблю конечно ж Пашкульская моя любимая внуця..))",positive
random_08465,Авиационная бомба.,neutral
random_05946,крестины нашей доци!!!,positive
random_06248,"Друзья, есть такой философский вопрос. Считаете ли Вы себя взрослым человеком? Если ""да"", то когда Вы им стали? Что Вы вообще вкладываете в это понятие?",neutral
random_17028,"перехожу)....хорошо , когда рядом есть человек, который меня действительно понимает и не даст мне упасть)",positive
random_08513,"Если бы у тебя даже был другой выход, то у тебя его нет!(с)",neutral
random_14787,11 мая давала интервью каналу «РБК». Мои пять минут славы :),positive
random_04360,"Закончено! Итого: 7 часов, краски осталось еще на 2 такие картины и Море удовольствия! Давно так не увлекался!",positive
random_19898,"""Мальчиком он мечтал быть глухонемым""Д.Селинджер.",neutral
random_00783,"Юра, мы всё просрали....",negative
random_15178,"
Я в восторге просто))",positive
random_12539,"Добрый день.
Скажите пожалуйста, когда планируется закрытие навигации для маломерных судов?",neutral
random_08562,"НАТОЧИЛ Я СВОЙ ТОПОР
ГОЛОВЕШЕК ПОЛОН ДВОР!!!!!!!",neutral
random_03841,славный рецепт бухла от Кагадеева Сергея,neutral
random_14727,"Древняя китайская пословица гласит:
""Невидимой красной нитью соединены те, кому суждено встретиться, несмотря на Время, Место и Обстоятельства. Нить может растянуться или спутаться, но никогда не порвется.""",neutral
random_17404,"Ревнуем мы, не потому что не доверяем, а потому, что боимся потерять.",neutral
random_12981,и разрыв сердца),neutral
random_06823,"Представляем вашему вниманию трэйлер к рекламному ролику элитной гостиницы «Персона +».

Расположенный в южной части Волгограда гостевой дом «Персона +» относится к числу мест отдыха с самым высококлассным обслуживанием в стране. Более подробную информацию вы можете узнать по адресу personahotel.ru/ и vk.com/public42194948",neutral
random_09018,Операция Уран. Алабино. 23.11.2013 г.,neutral
random_16384,"Макс, я больше не могу без тебя!!! Нахрен ты поперся в ту армию???",negative
random_03758,может так?,neutral
random_03171,"- Вы уже женаты 29 лет. Какой секрет удачного брака ?
- Я стараюсь не выпускать свою жену с кухни. Если у твоего соседа трава зеленее - это значит, что ты не поливаешь свою траву. Я непрерывно говорю Лизе: ""Твой борщ великолепен. Он желание моего желудка. Ты превосходно ебашишь борщи"". Для чего я это делаю ? Во-первых, это помогает ей готовить больше борща. Во-вторых, это помогает моему желудку быть всегда влюблённым в её борщ. Сила и жизнь во власти живота. Лизе сейчас 51 год. Недавно она была в Киеве и один повар научил её готовить котлеты по-киевски. Она сказала ему, что уж теперь-то она точно никогда не выберется с кухни. 
Запомните, женщина является отражением любви своего мужа к борщу. 
Джон Бивер.",neutral
random_17711,Моя радуга знаменита! :)))) Фото номер 13 :),positive
random_20201,"Я люблю тебя)))
",positive
random_15725,Товарищи! Где в Иркутске есть прокат беговых лыж?!,neutral
random_04809,как вам))),neutral
random_08929,Любителям рэпа.,neutral
random_11265,"А ну-ка)) Артёмыш)) Бери моего Юрчика - огурчика)) 
И пойдём квас - тарас пить )) :DDD
Я сегодня добрая )) Всё за мой счёт)) Я угощаю)) :DDDD",positive
random_02503,куплю 25 черник с косточкой,neutral
random_14511,"Так-с, за ВикиПедию уплочено :) Следующим пунктом - по-честному купить пару на халяву поставленных прикольных Ондроед-игрушек у меня в телефоне (все ленюсь пойти разобраться, как там все это работает).

Никто случайно не пользовался Matching Gifts Program-ом? Наша контора тут есть:
",neutral
random_04568,задача примерно на всю жизнь - научиться управлять своим вниманием,neutral
random_11384,"Пока 40 школа не видит:Р
#последнийзвонок",positive
random_00471,"МЫ ПОРОЙ САМИ ПОРАЖАЕМСЯ НАШЕЙ ПЛОДОВИТОСТИ. Справедливо посчитав, что Арт-Хаус как жанр наиболее целостно способен выразить наше видение композиции, следуя неизменным и священным для нас принципам DIY, мы рады представить вам новую работу ""повстанческой студии партизанской самодеятельности"" - клип на одну из наших старых песен.
ВСЮ БИОМАССУ - В БОЙ!!",neutral
random_01925,это тебе надо=))))),neutral
random_00470,Спокойная хорошая песенка))) Обожаю её))),positive
random_05730,"Дружба дружбой, а поцеловать хочется, очень.",positive
random_03493,ага))) не покажу))),neutral
random_21238,Нравятся ли вам большие сиськи?)))))))),neutral
random_09578,начался первый день без никотина,neutral
random_16879,Помниш ???,neutral
random_16105,"Хуикоко торжествует, у нас и в конце мая Новый год! :))",neutral
random_07009,Олежа Grad - Это мой стайл,neutral
random_03141,Почему то эта😂,neutral
random_06947,"""То чувство, когда за последние три месяца не брал в рот ни грамма мяса...""
Да, сегодня первые 3 месяца с момента перехода на вегетарианство. Уеее!)",positive
random_10165,Первый полет на параплане удался!,positive
random_11301,Свершилось!),positive
random_17084,"Вот это погуляли..хDDD
запомню на долго!!",positive
random_17234,Что Охлабыстин употребляет??? Его кроет и гребёт все сильнее и сильнее...,negative
random_12337,"Этот кот, делает селфи лучше чем я 😱😂☝📷",neutral
random_12789,"
Тварь засуетилась .",negative
random_02047,"vk.com/fotokubiki#626771
Мне кажется тебе бы подошел такой фотостатус:",neutral
random_16418,"Сталевары в Индии сожгли своего начальника, испугавшись увольнения",neutral
random_03508,Утренняя Гавана прекрасна!,positive
random_16237,СКАЗАЛ ЖЕ НЕ ЗНАЮ,neutral
random_17134,Очень красиво)))),positive
random_00155,ты станеш моей женой,neutral
random_20468,Творческий кризис...,negative
random_06934,"""Ты выложился сегодня до конца?""",neutral
random_08149,Хочу в Китай. Очень.,positive
random_19125,Фото-охота на лося.,neutral
random_02386,Детство - это самое важное и самое потрясающее время в жизни человека!!!! :),positive
random_16094,"Девушкам надо сразу объяснять, что у тебя есть девушка и отправлять их в список друзей.",neutral
random_00769,Надеяться только на себя — отличный способ перестать разочаровываться в людях и жить с отличным настроением.,positive
random_15674,а тебя люблю,positive
random_11126,коварный замысел,neutral
random_20494,"Коллаж от Александр Лесной 
не узнаете дамочка 
с вами в таких обрядах надо на ВЫ МАДЕМУАЗЕЛЬ НИНЕЛЬ СЕРГЕЕВНА",neutral
random_17357,Как там Форман?,neutral
random_03483,Оставлю здесь,neutral
random_06772,"Клуб веселых и нетрудоустроенных, сокращенно КВН уже не тот! Смотреть ВСЕМ!",neutral
random_04703,"""Поубивают вас всех когда-нибудь"" (с) Бросайте автоматы, бегите в Ростов, пока живы",negative
random_13670,таааак надо бы повторить),neutral
random_02182,В Лазареву субботу причастились!,neutral
random_12453,Да пошел ты нахуй,negative
random_05944,Задача на сообразительность,neutral
random_08421,ава дрочная)ахха*,positive
random_09688,когда в сети появится запись твоего стриптиза??) там наверно все охринели от нашей компании),neutral
random_15463,"Как же я счастлива, ведь у меня есть ты)
Никто и никогда тебя не заменит😘",positive
random_08227,Шикарная украинская песенка)))))),positive
random_09466,а я как мудак угараю над этим) с 1:45 до 1:55 и по новой),neutral
random_17535,Я хочу тебя к себе!!!!!!,positive
random_01189,Походу это Я))),neutral
random_20384,В начале церковного года невольно начинаешь задумываться о многом. О вечном и временном. О правильном и ошибочном. Об истинном и лживом. О радостном и грустном... и есть ли смысл вкрнтакте?   Совсем неочевидно! ))),neutral
random_02027,"они и так были чемпионами по идиотским текстам, но здесь они превзошли сами себя!)) слушайте припев)",negative
random_04904,катю никто не понимает,negative
random_01657,"Димка, где фотография на аву?? Не могу общаться с вопросительным знаком!!!",negative
random_04808,ну ты и АЛКАШ  =))),negative
random_20961,"Котята, у вас выходной или вечерняя смена? Тогда всем быть! ХОДЯТ СЛУХИ, что вах-вах что за магазин будет!))",neutral
random_02622,блин. может и мне с семьей в оппозицию податься. пусть нас покормят,negative
random_12718,"После сессии отмечаем ЭКВАТОР. заинтересованные отзовитесь плз мне или Гале в ЛС, будем решать организационный вопрос ;)",neutral
random_17095,"Класс,обожаю котов",positive
random_12564,Глеб Самойлоff & The Matrixx стали победителями в номинации АЛЬТЕРНАТИВА ГОДА по версии “Звуковой Дорожки”.,neutral
random_15569,Я женился!,positive
random_16225,"Валентин, я подобрала тебе мотоцикл
",neutral
random_10636,четкая тема)),positive
random_00475,"Знакомые появляются и исчезают, а лучшие друзья — это навсегда. Потому 
что даже тогда, когда ты не знаешь, куда идешь, они помогают осознать, 
что ты идешь туда не один.",positive
random_00508,"старенькая песня, но тем не менее...=)",positive
random_16218,Таинственный незнакомец =)),neutral
random_12304,"чертовски приятно, когда человек говорит, что скучал по тебе.",positive
random_18563,Ты такое любишь),positive
random_01377,"Люди почему-то забывают тех,
кто им был дороже всех.",negative
random_17647,"Зашел в группу ""Атеист"". То, что они подвергают религиозные представления (мифы) критике - верно. Но все же не исследуют сущности этих представлений. Поэтому, достигают только иронии.",neutral
random_14735,"О Фли, о бог бас-гитары!",positive
random_00966,ахаха:) классно было:),positive
random_19832,72% человека которого ты любишь - вода.,neutral
random_20702,Для тебя смогу найти все,positive
random_09820,в контакте через 50 лет!,neutral
random_16920,"

поддерживаю полностью!
Поддержите и вы!",neutral
random_13342,Ахаха !!! Скромненько и со вкусом!!! =),positive
random_07000,Давно пора. Нехуй казну грабить.,negative
random_08409,такой счастливый),positive
random_08848,Подушечка - подарок на годовщину свадьбы😍🎁,neutral
random_01681,как быстро можна до 5 лвл дакачатся?,neutral
random_01563,[id1424349|это] где так красиво отдыхали. здорово!,positive
random_17425,Нашла нычку ,neutral
random_00902,при встрече))))),neutral
random_15152,Гаврош.)))),neutral
random_06169,люди не будьте Овцами покупайте лучшее)))),neutral
random_09978,Ассаи. Незабываемый концерт. Один из лучших вечеров в моей жизни...),positive
random_10143,"Эй, вы что там наверху делаете???? Я с такими темпами заедания горя по ненаступающей весне потом не только в сарафанчики и шортики не влезу, простыни не хватит обмататься(((",negative
random_03444,"Вечно мы тянемся к тем, кому мы нахер не нужны...",negative
random_20383,комната-мечта для... ;),positive
random_01686,Хочю влюбится на всегда  в ту которая полюбит и меня ))))))))))))),positive
random_07303,Вы показываете ВАШ богатый внутренний мир чужими цитатами и картинками с музыкой. Зачем вы это делаете?,neutral
random_12100,что напоминает!,neutral
random_17590,"интересно, если бы ОВ все таки скончалась в этот день свадьба состоялась бы. как можно родную маму променять на 19 юбку. с может Саша жить с этим.",negative
random_01726,вот тебе маленький подарочек от меня*,positive
random_02832,"фестиваль Proдвижение, Члб`15",neutral
random_16580,Отдамся за масаж!!,neutral
random_16724,"Не совсем ясно, почему главную поповню нужно ремонтировать за счет средств московских налогоплательщиков? Наглость, с которой в последнее время, бородатые жулики запускают свои ручонки в государственный карман, переходит уже все мыслимые пределы терпения.",negative
random_13159,Песня клааааасная полюбому),positive
random_17624,"Ищу попутчика Топки-Кемерово.
5-ти дневка.
выезд 6:50-7:20
Легкого, до 85кг =)
Цена вопроса 50р., заберу от дома.",neutral
random_18629,"Цветная тату. Кто знает, сильно дороже монотонной?

(фото из обшественного транспорта :) )",neutral
random_10342,Вспомним молодость? Я снова плакала....,negative
random_11010,Нинка новая звезда ютуба))) :*,positive
random_11055,"Дело было в Красноярске. Группа гопников отдыхала на берегу озера рядом с компанией геев.
Ну конечно же не могли подвыпившие гопники оставить без внимания стильных геев.",neutral
random_04738,Во еще нашел_)))))),positive
random_19811,Ищу художника!!!!!! нужен рисунок голубя с некоторыми дополнениями. Заплачу!,neutral
random_04186,Настоящее счастье — это когда в твоей жизни есть большой и маленький мальчик...,positive
random_06306,Максимальный уровень дружбы),positive
random_16082,"Я нарубила про тебя правду-матку! Чтобы поколоть об неё глаза - заходи в приложение!
",neutral
random_18044,"дурачицца с подругами*_*
Бесценно",positive
random_16620,Смотреть всем!!!,neutral
random_03125,Зачем нужно высшее образование? / GTD / Хабрахабр,neutral
random_04856,"Я под надёжной защитой, я под родным крылом! Спасибо тебе, мой хороший, за то, что ты рядом со мной!",positive
random_05467,Нужно попробовать!  :),neutral
random_14844,Самый лучший ТАМАДА!!!!!,positive
random_11673,^__^ слушал ли?,neutral
random_02794,Зацените мой фотостатус!,neutral
random_15825,"Твое лицо, когда нашел бокал для винишка оптимального размера ^^",positive
random_12000,И еще один шедевр для меня от Ирочки!!!))),positive
random_20221,"Повысили. Теперь я ""Старший консультант SAP"". Вроде и радостно, а вроде и грустно. Хотелось к такому возрасту уже бизнес свой иметь и развивать.",neutral
random_15449,куплю фиалы срочно(бп моно сказать нет),neutral
random_11727,Нужен микроблог?,neutral
random_08653,"[id8181577|Кристина], Будет ""ДРАМ"" города ...ХЕРСОНА...",neutral
